,authors,binding,date_published,edition,image,isbn,isbn13,msrp,publish_date,publisher,subjects,synopsys,title,title_long
423,['Ruth Miller'],Paperback,1984,7,https://images.isbndb.com/covers/53/65/9780140465365.jpg,0140465367,9780140465365.0,,1984,Penguin Books Ltd,,,Equal Opportunities (penguin Handbooks),Equal Opportunities (penguin Handbooks)
424,['Arthur Miller'],Paperback,1994,1,https://images.isbndb.com/covers/09/55/9780140480955.jpg,0140480951,9780140480955.0,7.95,1994,Penguin Books,"['Holocaust, Jewish (1939-1945)--Foreign public opinion, American--Drama', 'Jewish men--Drama', 'Jewish men--New York (State)--New York--Drama', 'Marriage--Drama', 'Marriage--New York (State)--New York--Drama', 'Bankers--Drama', 'Bankers--New York (State)--New York--Drama', 'Holocaust, Jewish (1939-1945)', 'Holocaust, Jewish (1939-1945)--Drama', 'Jewish men', 'Marriage', 'Bankers', 'PS3525.I5156 B76 1994', '812/.52']","It's The Late 1930s In New York. Phillip Gellburg Is An Executive And The Only Jew Among The Wasps At A Very Establishment Wall Street Bank. His Wife, Sylvia, Is Obsessed With News Of Nazi Germany. After Seeing A Photo Of Old Jewish Men Forced To Scrub The Sidewalk With Toothbrushes, She Becomes Mysteriously Paralyzed In The Legs. The Only One Who Perceives Sylvia's Fears And Longings Is Dr. Hyman - A Man As Passionate And Empathetic As Phillip Is Repressed. Miller's Resonant And Intriguing New Play Is About Sexual Awakening, The Consequences Of Denial, And The Toll That Social Injustice Takes On An Individual. This Is An Extraordinarily Powerful Drama From America's Foremost Playwright. Arthur Miller. A Penguin Original.","Broken Glass (plays, Penguin)","Broken Glass (plays, Penguin)"
425,['Leon Battista Alberti'],Paperback,1991,,https://images.isbndb.com/covers/33/19/9780140433319.jpg,0140433317,9780140433319.0,16,1991,Penguin Classics,,,On Painting (penguin Classics),On Painting (penguin Classics)
426,['Benjamin Spock'],Paperback,1990,,https://images.isbndb.com/covers/03/56/9780140120356.jpg,0140120351,9780140120356.0,,1990,Penguin Books Ltd,,,Parenting (penguin Health Books),Parenting (penguin Health Books)
427,['John Clare'],Paperback,2004,,https://images.isbndb.com/covers/72/49/9780140437249.jpg,014043724x,9780140437249.0,15,2004,Penguin Classics,,,Selected Poems (penguin Classics),Selected Poems (penguin Classics)
428,['Alfred Andersch'],Paperback,1985,,https://images.isbndb.com/covers/62/12/9780140046212.jpg,0140046216,9780140046212.0,6.95,1985,Penguin Books,,,Efraim's Book (king Penguin),Efraim's Book (king Penguin)
429,['Elizabeth Gaskell'],Paperback,2012,,https://images.isbndb.com/covers/94/29/9780141199429.jpg,0141199423,9780141199429.0,,2012,Penguin Classic,,,Penguin English Library Cranford,Penguin English Library Cranford
430,['Elizabeth Gaskell'],Audio Cassette,1996,,https://images.isbndb.com/covers/17/16/9780140861716.jpg,0140861718,9780140861716.0,23.95,1996,Penguin Audio,,,Mary Barton (penguin Audiobooks),Mary Barton (penguin Audiobooks)
431,['Frans Lanting'],,2000/09/29,,https://images.isbndb.com/covers/88/06/9783822858806.jpg,3822858803,9783822858806.0,,,Taschen GmbH,,,Penguin (Taschen address books),penguin--taschen-address-books-
432,['Nicole Cagle'],Paperback,2012,,https://images.isbndb.com/covers/11/51/9781621371151.jpg,1621371158,9781621371151.0,11.95,2012,Virtualbookworm.com Publishing,,,Santa's Secret Penguin Spy,Santa's Secret Penguin Spy
433,['David Hay'],Paperback,1972,,https://images.isbndb.com/covers/63/04/9780140806304.jpg,014080630x,9780140806304.0,,1972,Penguin,,,Human Populations (penguin Education),Human Populations (penguin Education)
434,"['August Strindberg', 'Peter Watts']",Library Binding,2009,,https://images.isbndb.com/covers/37/67/9781439513767.jpg,1439513767,9781439513767.0,21,2009,,,,Three Plays (penguin Classics),Three Plays (penguin Classics)
435,['Bernard Shaw'],Paperback,1974,,https://images.isbndb.com/covers/00/30/9780140480030.jpg,014048003x,9780140480030.0,,1974,Penguin,,,Pygmalion (penguin Plays & Screenplays),Pygmalion (penguin Plays & Screenplays)
436,['Frances Ellen Watkin Harper'],Paperback,2010,,https://images.isbndb.com/covers/60/43/9780143106043.jpg,014310604x,9780143106043.0,16,2010,Penguin Classics,,"First Published In 1892, This Stirring Novel By The Great Writer And Activist Frances Harper Tells The Story Of The Young Daughter Of A Wealthy Mississippi Planter Who Travels To The North To Attend School, Only To Be Sold Into Slavery In The South When It Is Discovered That She Has Negro Blood. After She Is Freed By The Union Army, She Works To Reunify Her Family And Embrace Her Heritage, Committing Herself To Improving The Conditions For Blacks In America. Through Her Fascinating Characters-including Iola's Brother, Who Fights At The Front In A Colored Regiment-harper Weaves A Vibrant And Provocative Chronicle Of The Civil War And Its Consequences Through African American Eyes In This Critical Contribution To The Nation's Literature.--publisher Description. Frances Ellen Watkins Harper ; Edited With An Introduction By Hollis Robbins ; General Editor, Henry Louis Gates, Jr. Includes Bibliographical References.",Iola Leroy (penguin Classics),Iola Leroy (penguin Classics)
437,['Anthony Trollope'],Paperback,1993,,https://images.isbndb.com/covers/80/62/9780140438062.jpg,0140438068,9780140438062.0,5.95,1993,Penguin Classics,,,"Doctor Thorne (trollope, Penguin)","Doctor Thorne (trollope, Penguin)"
438,['Jean-paul Sartre'],Paperback,2000,,https://images.isbndb.com/covers/34/66/9780141183466.jpg,0141183462,9780141183466.0,24.25,2000,"Penguin Books, Limited (uk)",,,Words (penguin Modern Classics),Words (penguin Modern Classics)
439,"['Martin Short', 'James Belushi', 'Annie Golden', 'Tim Curry', 'Alissa King']",,1999,,https://images.isbndb.com/covers/65/80/9786305236580.jpg,6305236585,9786305236580.0,,1999,Mgm (video & Dvd),,,Pebble And The Penguin,Pebble And The Penguin
440,['Anatole France'],Audio Cassette,2000,,https://images.isbndb.com/covers/67/37/9780786116737.jpg,0786116730,9780786116737.0,49.95,2000,Blackstone Pub,,,Penguin Island: Library Edition,Penguin Island: Library Edition
441,"['Marcus Pfister', 'North South Books']",Cards,1998,,https://images.isbndb.com/covers/95/13/9781558589513.jpg,1558589511,9781558589513.0,6.95,1998,Northsouth,,,Penguin Pete Notecard Pack,Penguin Pete Notecard Pack
442,['Nika Standen Hazelton'],Paperback,1974,,https://images.isbndb.com/covers/12/82/9780140461282.jpg,0140461280,9780140461282.0,130.2,1974,Penguin Books Ltd,"['Cooking, Danish']",,Danish Cooking (penguin Handbooks),Danish Cooking (penguin Handbooks)
443,['Theodor Fontane'],Paperback,2001,,https://images.isbndb.com/covers/76/68/9780140447668.jpg,0140447660,9780140447668.0,17,2001,Penguin Classics,"['Adultery', 'Adultery--Germany--Prussia--Fiction', 'National characteristics, Prussian', 'National characteristics, Prussian--Fiction', 'Teenage girls', 'Teenage girls--Germany--Prussia--Fiction', 'Social life and customs', '833.8']","Theodor Fontane ; Translated From The German By Hugh Rorrison And Helen Chambers ; Introduction And Notes By Helen Chambers. Originally Published: London : Angel, 1995.",Effi Briest (penguin Classics),Effi Briest (penguin Classics)
444,['Ernest Poole'],Paperback,2011,,https://images.isbndb.com/covers/64/49/9780143106449.jpg,0143106449,9780143106449.0,18,2011,Penguin Classics,"['Labor unions', 'Labor unions--Fiction', 'PS3531.O53 H37 2011', '813/.52']","For Billy, An Aspiring Writer Struggling To Reconcile His Sympathy For The Workingman With His Middle-class Allegiance To Capitalist Progress, The New York Waterfront Becomes A Window On The World. There He Bears Witness To The Explosive Tensions Between Labor And Capital, Falling Under The Influence Of Two Divergent Mentors: Dillon, An Accomplished Engineer And Friend Of The Establishment; And Kramer, Who Has Forsaken Every Comfort To Live In The Slums And Preach The Gospel Of Unionism. When The Harbor Erupts In Violence, Billy Must Choose For Himself Which Path To Follow.--page 4 Of Cover. Ernest Poole ; Introduction And Notes By Patrick Chura. Includes Bibliographical References.",The Harbor (penguin Classics),The Harbor (penguin Classics)
445,"['Nabokov', 'Vladimir']",Hardcover,2012,,https://images.isbndb.com/covers/69/61/9780141196961.jpg,0141196963,9780141196961.0,,2012,Penguin Press/classics,,,Despair (penguin Modern Classics),Despair (penguin Modern Classics)
446,['Gustave Flaubert'],Paperback,2004,,https://images.isbndb.com/covers/79/72/9780140447972.jpg,0140447970,9780140447972.0,9,2004,Penguin Classics,"['Young men', 'Young men--France--Paris--Fiction', 'Wives', 'Wives--France--Paris--Fiction', 'Unrequited love', 'Unrequited love--France--Paris--Fiction', 'Social life and customs', 'History', 'PQ2246.E4 E5 2004', '843/.8']","Gustave Flaubert ; Translated By Robert Baldick. Baltimore : Penguin Books, 1964. Further Reading: P. [xxxi].",Sentimental Education (penguin Classics),Sentimental Education (penguin Classics)
447,['Mary Karr'],Paperback,2001-09-01,,https://images.isbndb.com/covers/01/82/9780142000182.jpg,0142000183,9780142000182.0,16,,Penguin Books,,,Viper Rum (penguin Poets),Viper Rum (penguin Poets)
448,['James Baldwin'],Paperback,2018,,https://images.isbndb.com/covers/75/47/9780241337547.jpg,0241337542,9780241337547.0,,,Penguin,,,Dark Days (penguin Modern),Dark Days (penguin Modern)
449,['Eric Linklater'],Paperback,2012,,https://images.isbndb.com/covers/66/61/9780143106661.jpg,014310666x,9780143106661.0,16,2012,Penguin Classics,,,Poet's Pub (penguin Classics),Poet's Pub (penguin Classics)
450,['Henri Barbusse'],Paperback,2004,60515,https://images.isbndb.com/covers/90/44/9780143039044.jpg,0143039040,9780143039044.0,20,2004,Penguin Classics,,,Under Fire (penguin Classics),Under Fire (penguin Classics)
451,['William Shakespeare'],Mass Market Paperback,2005,,https://images.isbndb.com/covers/30/39/9780141013039.jpg,0141013036,9780141013039.0,,2005,Penguin Uk,,,Richard Iii (penguin Shakespeare),Richard Iii (penguin Shakespeare)
452,['Francis Bacon'],Paperback,1986-01-07,1,https://images.isbndb.com/covers/21/69/9780140432169.jpg,0140432167,9780140432169.0,19,,Penguin Classics,,,The Essays (penguin Classics),The Essays (penguin Classics)
453,['Giambattista Vico'],Paperback,2000,3,https://images.isbndb.com/covers/56/96/9780140435696.jpg,0140435697,9780140435696.0,22,2000,Penguin Classics,,,New Science (penguin Classics),New Science (penguin Classics)
454,,Board Book,2002,,https://images.isbndb.com/covers/03/49/9780785330349.jpg,0785330348,9780785330349.0,,2002,Publications International Ltd,,,Baby Penguin (kids Connection),Baby Penguin (kids Connection)
455,['Thomas Middleton'],Paperback,1988-10-04,,https://images.isbndb.com/covers/21/90/9780140432190.jpg,0140432191,9780140432190.0,20,,Penguin Classics,,,Five Plays (penguin Classics),Five Plays (penguin Classics)
456,['D. H. Lawrence'],Paperback,2008,,https://images.isbndb.com/covers/16/58/9780141441658.jpg,0141441658,9780141441658.0,15,2008,Penguin Classics,,,Selected Stories (penguin Classics),Selected Stories (penguin Classics)
457,['Maria Broida'],,"January 01, 2009",,https://images.isbndb.com/covers/56/62/9780761435662.jpg,0761435662,9780761435662.0,,,Benchmark Books,['Literary Collections'],,Guess Who Swims: Penguin,guess-who-swims--penguin
458,['Kenneth Grahame'],,1983/10/27,,https://images.isbndb.com/covers/85/66/9780140068566.jpg,0140068562,9780140068566.0,,,Penguin,"['Literary Criticism', ""Children's Literature""]",,"Penguin Kenneth Grahame, The",penguin-kenneth-grahame--the
459,['Aristotle'],Paperback,1981-11-19,,https://images.isbndb.com/covers/42/16/9780140444216.jpg,0140444211,9780140444216.0,14,,Penguin Classics,,,The Politics (penguin Classics),The Politics (penguin Classics)
460,['Et Al. Holden'],,1995/10/26,,https://images.isbndb.com/covers/13/19/9780140251319.jpg,0140251316,9780140251319.0,,,"London ; Penguin, 1996.","['Music', 'Opera']",,The Penguin opera guide,opera_guide_the_penguin
461,['Lester Faigley'],Paperback,7/28/2011,3 SPI,https://images.isbndb.com/covers/13/40/9780205211340.jpg,0205211348,9780205211340.0,,2011-07-24,Longman,"['Nonfiction Writing - General & Miscellaneous', 'Rhetoric - English Language', 'English Grammar']",,The Little Penguin Handbook,the-little-penguin-handbook
462,['Derek Strange'],,,Paperback; 1995-03-30,https://images.isbndb.com/covers/49/96/9780140814996.jpg,014081499X,9780140814996.0,,,Penguin Books,"['literature fiction united states classics', 'reference foreign languages instruction english as a f aaab5']",,Penguin Readers Level 5,"Penguin Readers Level 5: ""The Baby Party"" and Other Stories"
463,['Homer'],Paperback,1991,,https://images.isbndb.com/covers/59/23/9780140445923.jpg,0140445927,9780140445923.0,17,1991,Penguin Books,,,The Iliad (penguin Classics),The Iliad (penguin Classics)
464,['Isidore Haiblum'],Paperback,1980,,https://images.isbndb.com/covers/17/28/9780140051728.jpg,0140051724,9780140051728.0,,1980,Penguin Books,,,Interworld (penguin Science Fictions),Interworld (penguin Science Fictions)
465,['Gareth Stedman Jones'],Paperback,1991,,https://images.isbndb.com/covers/36/06/9780140153606.jpg,0140153608,9780140153606.0,,1991,Penguin Books Ltd,,,Outcast London (penguin History),Outcast London (penguin History)
466,['Aubrey Lang'],Paperback,2002,1,https://images.isbndb.com/covers/69/30/9781550416930.jpg,1550416936,9781550416930.0,7.95,2002,Fitzhenry And Whiteside,,"<p><p>on An Island Near Antarctica, A Young King Penguin Lives In The Middle Of A Busy Colony. Even Though He's As Tall A Kitchen Table Now, The Fuzzy One-year-old Is Still Fed Every Day By His Parents, Who Have No Trouble Picking Their Own Chick Out Of The Crowd. But One Day The Parents Stop Fishing For Their Little One And Disappear. Their Youngster Is On His Own. The Hungry Penguin Will Have To Grow Up Quickly Now - The Next Meal Is Up To Him. <p><p>did You Know... There Are Seventeen Different Kinds Of Penguins In The World. The Largest Is The Emperor; The King Penguin Is The Second Largest.</p><h3>school Library Journal</h3><p>gr 1-3-readers Follow A Colony Of King Penguin Chicks On The Island Of South Georgia From Their Dependence On Their Parents For Food To Their Ability To Fend For Themselves At Sea. Significant Milestones In Their Growth And Relationships With Their Parents And Their Colony Are Vibrantly Detailed In Both Text And In The Sharp, Clear, Full-color Photos That Bring Readers Into Each Scene. Though Gail Gibbons's Penguins! (1998) Is Appropriate For Younger Children And Dorothy Patent's Looking At Penguins (1993, Both Holiday) Is For Older Readers, They Both Describe A Variety Of Penguins. Baby Penguin Is Uniquely Useful And Valuable Because Of Its Excellence And Its Focus On One Species.-nancy Call, Santa Cruz Public Libraries, Aptos, Ca Copyright 2001 Cahners Business Information.</p>",Baby Penguin (nature Babies),Baby Penguin (nature Babies)
467,"['Mary Shelley', 'Richard Pasco']",,June 2005,Bargain,https://images.isbndb.com/covers/80/49/9781615558049.jpg,1615558047,9781615558049.0,,,Penguin Group (USA) Incorporated,,"<p><p>The epic battle between man and monster reaches its greatest pitch in the famous story of Frankenstein. In trying to create life, the young student Victor Frankenstein unleashes forces beyond his control, setting into motion a long and tragic chain of events that brings Victor himself to the very brink. How he tries to destroy his creation, as it destroys everything Victor loves, is a powerful story of love, friendship ...and horror.</p><h3>James Hynes</h3><p>. . .[T]he novel <i>Frankenstein</i> is quite a read. . . .It's highly Romantic, in the literary sense. . .[there is] a good deal of attractive torment and self-doubt, from both Victor Frankenstein and his creation. . . .If ever a book needed to be placed in context, it's <i>Frankenstein</i>. &#151;<i>The New York Times Book Review</i></p>",Frankenstein (Penguin Classics Series),frankenstein
468,['Amy Gerstler'],Paperback,2009-09-29,,https://images.isbndb.com/covers/63/56/9780143116356.jpg,0143116355,9780143116356.0,20,,Penguin Books,,,Dearest Creature (penguin Poets),Dearest Creature (penguin Poets)
469,['N/a'],Paperback,1998,,https://images.isbndb.com/covers/18/39/9780582401839.jpg,0582401836,9780582401839.0,,1998,N/a,,,Get Shorty (penguin Readers),Get Shorty (penguin Readers)
470,['Dorothy Parker'],Paperback,1977,,https://images.isbndb.com/covers/45/15/9780140044515.jpg,0140044515,9780140044515.0,,1977,Penguin Books Ltd,,,The Penguin Dorothy Parker,The Penguin Dorothy Parker
471,['Miguel Cervantes'],Paperback,2003/01/30,Revised,https://images.isbndb.com/covers/90/99/9780140449099.jpg,0140449094,9780140449099.0,,2002-12-31,Penguin Classics,['Literary Collections'],,Don Quixote (Penguin Classics),don-quixote--penguin-classics-
472,['Constantine P. Cavafy'],Paperback,2008-06-24,,https://images.isbndb.com/covers/56/13/9780141185613.jpg,0141185619,9780141185613.0,16,,Penguin Classics,"['Cavafy, Constantine , 1863-1933', 'PA5610.K2 A2 2008', '889.132']",C.p. Cavafy ; Translated With An Introduction By Avi Sharon. Includes Indexes. Translated From The Greek.,Selected Poems (penguin Classics),Selected Poems (penguin Classics)
473,['Henry James'],Paperback,1995,,https://images.isbndb.com/covers/50/78/9780140435078.jpg,0140435077,9780140435078.0,17,1995,Penguin Classics,,"<p><p>of All James' Travel Writings, This Volume Holds The Most Pleasure For The Reader -- As A Warm, Careful Introduction To A Beloved Country, As A Happy Experience Shared, And As One Of The World's Great Examples Of Expository Writing.</p><h3>booknews</h3><p>the 22 Essays In Henry James's Italian Hours Represent A Type Of Travel Writing That Provides A Journey Through Time As Much As Over Terrain. This First Fully Annotated Edition Presents Unique Insights Into The Way 19th-century Europe Was Rapidly Changing During James's Life As Well As Practical Help For Modern Travellers To Italy. Lovingly Edited, Annotated, And Introduced By John Auchard. Annotation C. Book News, Inc., Portland, Or (booknews.com)</p>",Italian Hours (penguin Classics),Italian Hours (penguin Classics)
474,['Ambrose Heath'],,1970/02/26,,https://images.isbndb.com/covers/14/97/9780140461497.jpg,0140461493,9780140461497.0,,,Penguin Books Ltd,,,Penguin Book of Sauces,penguin-book-of-sauces
475,['Simion Santi Walker'],Perfect Paperback,2008,,https://images.isbndb.com/covers/47/62/9781604624762.jpg,1604624760,9781604624762.0,8.99,2008,Tate Publishing,,,Milburn The Macaroni Penguin,Milburn The Macaroni Penguin
476,['Edith Wharton'],Paperback,2005,,https://images.isbndb.com/covers/78/03/9780142437803.jpg,0142437808,9780142437803.0,10,2005,Penguin Classics,,,Ethan Frome (penguin Classics),Ethan Frome (penguin Classics)
477,['Maclean/scott'],Paperback,1974,,https://images.isbndb.com/covers/01/57/9780140510157.jpg,014051015x,9780140510157.0,,1974,Ny,,,Penguin Dictionary Of Building,Penguin Dictionary Of Building
478,['Mcnaught'],Paperback,January 1988,Revised,https://images.isbndb.com/covers/03/33/9780140110333.jpg,014011033X,9780140110333.0,,1988-11-01,Penguin Books,['Literary Collections'],,Penguin History of Canada,penguin-history-of-canada
479,['Dr Dave Jenkins Dmin'],Paperback,2013,,https://images.isbndb.com/covers/16/82/9781482351682.jpg,1482351684,9781482351682.0,9.97,2013,Createspace Independent Publishing Platform,,,"Charlie, The Flying Penguin","Charlie, The Flying Penguin"
480,['Susie Jenkin-Pearce'],,1988,,https://images.isbndb.com/covers/65/14/9780091736514.jpg,009173651X,9780091736514.0,,,,,,Penguin (First picture books),penguin-first-picture-books
481,['Harry Golombek'],Paperback,1981,,https://images.isbndb.com/covers/41/22/9780140464122.jpg,0140464123,9780140464122.0,4.95,1981,Penguin Books,,,Beginning Chess (penguin Handbooks),Beginning Chess (penguin Handbooks)
482,['Bert Rinehart'],Paperback,2005,,https://images.isbndb.com/covers/05/17/9781932420517.jpg,1932420517,9781932420517.0,10.95,2005,New Tradition Books,,,"Emperor Penguin, A Novel","Emperor Penguin, A Novel"
483,"['Moon', 'Jo']",Bath Book,2011,,https://images.isbndb.com/covers/86/75/9780230748675.jpg,0230748678,9780230748675.0,,2011,Campbell Books Ltd,,,Bath Buddies: Playful Penguin,Bath Buddies: Playful Penguin
484,['William Gaddis'],Paperback,1993,,https://images.isbndb.com/covers/70/83/9780140187083.jpg,0140187081,9780140187083.0,25,1993,Penguin Classics,,"<p>first Published In 1955, Gaddis's Long, Complex Novel Of The Varieties Of Forgery Has Been Acclaimed By Many As A Masterpiece Of American Modern Fiction.</p><h3>michiko Katukani</h3><p>in <i>the Recognitions</i>, His Monumental First Novel Published [in The 50s], William Gaddis Used The Story Of A Would-be Priest Turned Master Forger To Explore The Loss Of Authenticity In The Modern World, And The Shifting Relationships Between Life And Art, Art And Faith. -- <i>the New York Times</i></p>",The Recognitions (penguin Classics),The Recognitions (penguin Classics)
485,['C S Forester'],Hardcover,2011,1,https://images.isbndb.com/covers/80/71/9780141198071.jpg,0141198079,9780141198071.0,135.39,2011,Penguin Classic,,"Marjorie Had Never Seen A Dead Person Until She Got Home One Tranquil Summer Evening And Found Her Sister's Body. She Looked Peaceful, As If She Was Asleep. Their Mother Suspects, However, That Dot's Death Was Far From Natural. What's More, She's Convinced She Knows Who The Killer Is. Slowly And Meticulously, She Plots Her Revenge. After All, Who Would Suspect A Neatly Dressed, Grey-haired Widow Of Anything? C.s. Forester.",Penguin Classic The Pursued,Penguin Classic The Pursued
486,['Anonymous'],Paperback,1977,,https://images.isbndb.com/covers/31/96/9780140443196.jpg,0140443193,9780140443196.0,7.95,1977,Penguin Classics,,,The Psalms (penguin Classics),The Psalms (penguin Classics)
487,['Rosemary Horrox'],Hardcover,2019-11-01,,https://images.isbndb.com/covers/89/32/9780141978932.jpg,0141978937,9780141978932.0,26.95,,Allen Lane,,,Richard Iii (penguin Monarchs),Richard Iii (penguin Monarchs)
488,['Leslie Marmon Silko'],Paperback,2016,,https://images.isbndb.com/covers/94/62/9780143129462.jpg,0143129465,9780143129462.0,17,2016,Penguin Classics,,,Ceremony: (penguin Orange Collection),Ceremony: (penguin Orange Collection)
489,['Henry James'],Paperback,2007,2000,https://images.isbndb.com/covers/13/68/9780141441368.jpg,0141441364,9780141441368.0,9,2007,Penguin Classics,,"Back When New York Was Still Young, So Was Heiress Catherine Sloper. A Simple, Plain Girl, She Grew Up In Opulence With A Disappointed Father And A Fluttery Aunt In A Grand House On Washington Square. Enter Morris Townsend, A Handsome Charmer Who Assures Catherine He Loves Her For Herself And Not For Her Money. But Catherine?s Revered Father Sees In Townsend What She Cannot. Now, With Her Tearful Aunt Penniman As His Amusingly Melodramatic Ally, Townsend Will Present Catherine With The Hardest Choice Of Her Young Life.? -- From Publisher's Website. Henry James. Includes Bibliographical References.",Washington Square (penguin Classics),Washington Square (penguin Classics)
490,['Terence'],Paperback,1976,,https://images.isbndb.com/covers/32/40/9780140443240.jpg,014044324x,9780140443240.0,18,1976,Penguin Classics,,,The Comedies (penguin Classics),The Comedies (penguin Classics)
491,['Agamemnon Maverick'],,2011,,https://images.isbndb.com/covers/27/16/9786137812716.jpg,6137812715,9786137812716.0,,2011,,,,Penguin Cafe Orchestra (album),Penguin-cafe-orchestra-album
492,['Mary Wollstonecraft Shelley'],Paperback,1994-11-01,,https://images.isbndb.com/covers/03/06/9780140620306.jpg,0140620303,9780140620306.0,10.01,,Penguin,,,Frankenstein (penguin Popular Classics),Frankenstein (penguin Popular Classics)
493,"['Elizabeth Kennan', 'Jill Ker Conway']",Mass Market Paperback,2001,,https://images.isbndb.com/covers/01/13/9780142000113.jpg,0142000116,9780142000113.0,5.99,2001,Penguin Books,,,Overnight Float (penguin Mysteries),Overnight Float (penguin Mysteries)
494,['Philip Kerr'],Paperback,1996,,https://images.isbndb.com/covers/73/38/9780140157338.jpg,0140157336,9780140157338.0,165.57,1996,Penguin Uk,,,Penguin Book Of Lies,Penguin Book Of Lies
495,['Charles Dickens'],Paperback,1999,,https://images.isbndb.com/covers/51/22/9780140435122.jpg,0140435123,9780140435122.0,10,1999,Penguin Classics,,,Nicholas Nickleby (penguin Classics),Nicholas Nickleby (penguin Classics)
496,['Marcus Pfister'],Paperback,1994,,https://images.isbndb.com/covers/24/39/9781558582439.jpg,1558582436,9781558582439.0,16.5,1994,Northsouth,,,Penguin Pete And Pat,Penguin Pete And Pat
497,['John Steinbeck'],Audio Cassette,1995,1995,https://images.isbndb.com/covers/08/18/9780140860818.jpg,0140860819,9780140860818.0,,1995,Penguin Audiobooks,,,The Pearl (penguin Audiobooks),The Pearl (penguin Audiobooks)
498,['Lenore Look'],Library Binding,2011,,https://images.isbndb.com/covers/33/22/9780375963322.jpg,0375963324,9780375963322.0,19.99,2011,Schwartz & Wade,,,Polka Dot Penguin Pottery,Polka Dot Penguin Pottery
499,['Tracey West'],Paperback,2009,,https://images.isbndb.com/covers/20/74/9780448452074.jpg,0448452073,9780448452074.0,3.99,2009,Grosset & Dunlap,,"<p><p>readers Will Love Getting To Work With Aunt Arctic, Editor-in-chief Of The <i>club Penguin Times</i>, In This Book Where They Choose The Ending! Will The Reader Report On A Party At The Iceberg, Review The Latest Club Penguin Play, Or Cover The Big Ice Hockey Game? It's In Their Hands!</p>",Star Reporter (club Penguin),Star Reporter (club Penguin)
500,['Jonathan D. Spence'],Audio Cassette,2000,,https://images.isbndb.com/covers/94/38/9780736649438.jpg,0736649433,9780736649438.0,24.95,2000,Books On Tape,,,Mao Zedong (penguin Lives),Mao Zedong (penguin Lives)
501,['William Shakespeare'],Mass Market Paperback,2005,,https://images.isbndb.com/covers/38/93/9780141013893.jpg,0141013893,9780141013893.0,,2005,Penguin Uk,,,Winters Tale (penguin Shakespeare),Winters Tale (penguin Shakespeare)
502,"['Jacob Ludwig Carl Grimm', 'Jacob W. Grimm', 'Wilhelm Grimm']",School & Library Binding,1983,,https://images.isbndb.com/covers/58/81/9780613715881.jpg,0613715888,9780613715881.0,26.95,1983,San Val,,,Selected Tales (penguin Classics),Selected Tales (penguin Classics)
503,['Robert Bothwell'],Paperback,2008,0,https://images.isbndb.com/covers/03/22/9780143050322.jpg,014305032X,9780143050322.0,,2007-10-30,Penguin Group (USA),"['History', 'Canada']",,Penguin History of Canada,penguin-history-of-canada
504,['Helen Lester'],Paperback,1993,,https://images.isbndb.com/covers/33/40/9780333583340.jpg,0333583345,9780333583340.0,,1993,Macmillan Children's Books,,,Tacky The Penguin (picturemac),Tacky The Penguin (picturemac)
505,['Ashley Spires'],Hardcover,2009,2,https://images.isbndb.com/covers/60/48/9781897476048.jpg,1897476043,9781897476048.0,16.95,2009,Simply Read Books,,,Penguin And The Cupcake,Penguin And The Cupcake
506,['Glieca Sostaric'],Paperback,2010,,https://images.isbndb.com/covers/67/65/9781432756765.jpg,1432756761,9781432756765.0,21.95,2010,Outskirts Press,,,Petros Xavier Bartholomew Penguin,Petros Xavier Bartholomew Penguin
507,['John Milne'],Paperback,1986,,https://images.isbndb.com/covers/70/47/9780140097047.jpg,014009704x,9780140097047.0,3.95,1986,Penguin Books,,,"Dead Birds (crime, Penguin)","Dead Birds (crime, Penguin)"
