authors,isbn13,title
['Roger Phillips'],9780679723455,The Random House Book Of Shrubs
['Gail Sheehy'],9780375408519,Hillary's Choice (random House Large Print)
['Nora Roberts'],9780375431036,The Villa (random House Large Print)
['Rod Campbell'],9780679885856,Fishy Things (random House Cuddle Feelies)
['Danielle Steel'],9781876590536,Lone Eagle (random House Large Print)
['Marie & Douglas Gorsline'],9780394835792,North American Indians (random House Pictureback)
['Dan Brown'],9780375433184,Angels & Demons (random House Large Print)
['Belva Plain'],9780375430985,Looking Back (random House Large Print)
['Kirk Mitchell'],9780375432460,Spirit Sickness (random House Large Print)
['Stanley Newman'],9780812932898,"Random House Vacation Crosswords, Volume 1"
['Linda Fairstein'],9780739327654,Killer Heat (random House Large Print)
"['Ace Atkins', 'Ltd. Carrefour']",9781524778323,The Fallen (random House Large Print)
['John Grisham'],9780375433535,The Testament (Random House Large Print)
['Jennifer Hornor'],9780679771951,"Random House German Dictionary, Second Edition"
['Stanley Newman'],9780804113953,Random House Handy Crossword Book #5
"['Sandra Schor', 'Judith Summerfield']",9780075545880,The Random House Guide To Writing
['Danielle Steel'],9780739327289,Bungalow 2 (random House Large Print)
['Danielle Steel'],9780739377505,Bungalow 2 (random House Large Print)
['Stanley Newman'],9780812934830,Random House Snow Day Crosswords (vacation)
['Dean Koontz'],9780739326619,The Husband (random House Large Print)
['Christopher Reeve'],9780375702341,Still Me (random House Large Print)
['Mary Daheim'],9780375432682,Alpine Journey (random House Large Print)
['Random House'],9780679416302,Random House Latin Dict-vest P
['Stanley Newman'],9780812936681,Random House Four Seasons Crossword Omnibus
['Lester M. Schulman'],9780394928746,The Random House Of  Sports Stories
['Random House'],9780375720376,Random House Atlas Of The World
['Nicholas Sparks'],9780375430756,The Rescue (random House Large Print)
['Random House'],9780375704673,Random House Webster's Pocket Russian Dictionary
['David L. Gold'],9780375700842,Random House Latin-american Spanish Dictionary
['J. Douglas Faires'],9780075540175,Calculus (random House/birkhauser Mathematics Series)
['Barry Eisler'],9780739328330,Fault Line (random House Large Print)
['Carl Hiaasen'],9780739326268,Nature Girl (random House Large Print)
"[""Louis L'amour""]",9780739326541,Kiowa Trail (random House Large Print)
['Random House'],9780375722240,Random House Webster's Pocket Power Vocabulary
['Cody Mcfadyen'],9780739325711,Shadow Man (random House Large Print)
"['Michael Baden', 'Linda Kenney']",9780739325704,Remains Silent (random House Large Print)
['Dava Sobel'],9780739325643,The Planets (random House Large Print)
['Candice Proctor'],9780375432613,Beyond Sunrise (random House Large Print)
['Sandra Brown'],9780375408601,The Alibi (random House Large Print)
['Jay Nisberg'],9780679413691,Random House Dictionary Of Business Terms
['Michael A Vaccaro'],9780394938783,Officer Bill (a Random House Pictureback)
['James E. Clapp'],9780375401558,Random House Webster's Legal Spell Checker
['Tracy Kidder'],9780739325544,My Detachment (random House Large Print)
['Dictionary'],9780679458548,Random House Webster's Unabridged Dictionary : Indexed
['Sarah Albee'],9780613214902,Elmo's Ducky Day (random House Picturebacks)
['Richard North Patterson'],9780679774167,Silent Witness (random House Large Print)
['Dale Brown'],9780375408618,Battle Born (random House Large Print)
"['Phillips', 'Louis']",9780375707063,Random House Treasury Of Humorous Quotations
['Kristin Hannah'],9780739326053,Magic Hour (random House Large Print)
['Tony Geiss'],9780679773733,Random House Webster's Pocket Japanese Dictionary
"['Jonathan Kellerman', 'Faye Kellerman']",9780375435379,Capital Crimes (random House Large Print)
['Michael Crichton'],9780679410171,Rising Sun (random House Large Print)
['All-about Books'],9780394999883,Dogs (random House All-about Books)
['Pamela Pollack'],9780394980492,The Random House Book Of Humor
['Richard Knaak'],9789830395432,Legend of Huma Random House Children
['Mark Spragg'],9780739377628,Bone Fire (random House Large Print)
['David Hunt'],9780679459347,The Magician's Tale (random House Audiobooks)
,9780375721625,Random House Webster's Pocket Japanese Dictionary
['William Styron'],9780679404026,Darkness Visible (random House Large Print)
['All-about Books'],9780394999890,Spacecraft (random House All-about Books)
['Charles Bowen'],9780679790969,Wordperfect 6.0 Handbooks (random House Handbook)
['Mitchell Ivers'],9780345379962,Random House Guide To Good Writing
"['David L. Gold', 'Susan Randol']",9780345455468,Random House Latin-American Spanish Dictionary
['Random House'],9780375701566,Random House Webster's Pocket French Dictionary
['Ruth Thomas'],9780099365716,The Runaways (random House Modern Classics)
['Stanley Newman'],9780812929744,"Random House Cryptic Crosswords, Volume 5"
"['Jenni K. Moulton', 'Dictionary Staff']",9780345296191,The Random House Basic Dictionary: German
['Random House'],9780375702464,Random House Webster's Student Notebook Thesaurus
['Christopher Reich'],9780375409738,The Runner (random House Large Print)
['Editor-stanley Newman'],9780812936209,Random House Spring Fling Crosswords (vacation)
['Stephen Frey'],9780375434792,The Chairman (random House Large Print)
['Random House Editors'],9780613025881,Random House Book Of Fantasy Stories
['Maeve Binchy'],9780375431067,Scarlet Feather (random House Large Print)
"['Lewis', 'J. Forman']",9780070376014,Random House Guide To Business Writing
['Louis Phillips'],9780679770411,Random House Treasury Of Humorous Quotations
['Harry Mcnaught'],9780375812439,Animal Babies (a Random House Pictureboard)
['Carol G. Braham'],9780345431714,Random House Webster&#39;s Dictionary
['Philip E. Margolis'],9780606223447,Random House Webster's Computer & Internet Dictionary
['Iris Johansen'],9780375431142,Final Target (random House Large Print)
['Danielle Steel'],9780375431029,Lone Eagle (random House Large Print)
['Philip E. Margolis'],9780679734802,The Random House Personal Computer Dictionary
['Peter Benchley'],9780679753889,White Shark (random House Large Print)
['Random House'],9780375402203,Random House Webster's large print thesaurus
['Random House'],9780375707445,Random House Roget's Handy American Thesaurus
['Random House'],9780345916037,The Random House Power Vocabulary Builder
"['Newman', 'Stanley']",9780812936247,Random House Endless Summer Crosswords (vacation)
['Random House'],9780679438984,Random House English Language Desk Reference
['Charlotte Doyle'],9780679811602,Freddie's Spaghetti (random House Pictureback Reader)
['Random House'],9780375707018,Random House Webster's Handy Spanish Dictionary
['Random House Inc'],9780375405174,Random House Webster's modern office dictionary
['Helicon Publishing Ltd.'],9780375719844,The Random House Pocket World Atlas
['Rod Campbell'],9780679885863,Creepy Things (random House Cuddle Feelies)
"['Newman', 'Stanley']",9780812963717,"Random House Cryptic Crosswords, Volume 1"
['Random House'],9780606199063,Random House Webster's Handy American Dictionary
"['Langbaum', 'Francesca L. V.']",9780345262240,The Random House Basic Dictionary: French
['Random House'],9781127214570,Random House Websters Large Print Dictionary
['Random House'],9780375722332,Random House Webster's Large Print Thesaurus
['Random House'],9780375722325,Random House Webster's Large Print Dictionary
['Enid Pearsons'],9780375723292,Random House Webster's Bad Speller's Handbook
['Zander Hollander'],9780394864884,Home Run (random House Sports Library)
['Danielle Steel'],9780375408632,Irresistible Forces (random House Large Print)
['Stanley Newman'],9780812933949,Random House Mammoth Crossword Puzzle Omnibus
"['Moser, James M.', 'Howden, Hilde']",9780394021782,Geometry (the Random House Mathematics Program)
['Danielle Steel'],9780739326497,Coming Out (random House Large Print)
['Jenni Kardin Moulto'],9780345346001,The Random House Basic Dictionary German
['Random House'],9780375719509,Random House Webster's Handy American Dictionary
['Kaye Gibbons'],9780375728525,Untitled Gibbons (random House Large Print)
['Phyllis A. Whitney'],9780679774365,Amethyst Dreams (random House Large Print)
['Mel Rosen'],9780812936759,"Random House Casual Crosswords, Volume 6"
"['Random House', 'Random House Value Publishing Staff']",9780679400608,Random House Webster's Pocket Portuguese Dictionary
['Malcolm Campbell'],9780394588933,Random House International Encyclopedia of Golf
['Iris Johansen'],9780739327555,Dark Summer (random House Large Print)
['Roger Phillips'],9780609000366,Random House Book Of Old Roses
['Stanley Newman'],9780804113946,Random House Handy Crossword Book #4
['Jimmy Carter'],9780679759027,Living Faith (random House Large Print)
['Random House Staff'],9780073660714,Random House School and Office Thesaurus
['Michael Ashley'],9780812926705,"Random House Crostics, Volume 2 (other)"
['David L. Gold'],9780679452942,Random House Latin-American Spanish dictionary
['A.s. Byatt'],9780679758815,Babel Tower (random House Large Print)
['John Grisham'],9780375433498,The Client (random House Large Print)
['Random House'],9780375704840,Random House Webster's easy English dictionary
"['Ian; Kingsley-rowe, Elizabeth Edited By Cameron']",9780394488110,The Random House Encyclopedia Of Antiques
['James A. Michener'],9780679403487,The Novel (random House Large Print)
['Random House'],9781435285583,Random House Webster's Easy English Dictionary
['Peter Mayle'],9780679758822,Anything Considered (random House Large Print)
['Judith Krantz'],9780679413806,Scruples Two (random House Large Print)
['Danielle Steel'],9780375409752,The Wedding (random House Large Print)
['Stephen Elliott'],9780679458562,Random House Webster's Crossword Puzzle Dictionary
['Normand Chartier'],9780679903727,Ghosts And Goosebumps (random House Pictureback)
['Stanley Newman'],9780812934779,Random House Cabin Fever Crosswords (vacation)
['Rod Campbell'],9780679885849,Scary Things (random House Cuddle Feelies)
['Amanda Christie'],9780613977685,Mary's Rescue (7th Heaven (random House))
['Danielle Steel'],9780375431838,Answered Prayers (random House Large Print)
['Random House'],9780375426094,Random House Webster's Unabridged Dictionary With Cd-rom (random House Webster's Unabridged Dictionary (w/cd))
['Random House'],9780375402395,"Dic Random House Webster&#39;s College Dictionary, Random House Webster&#39;s College Thesaurus"
['Danielle Steel'],9780375430633,The House On Hope Street (random House Large Print)
"['Donald F. Random House Publishing Staff', 'David L. Gold']",9780375705663,Random House Webster's Pocket Spanish Dictionary: Spanish-English/English-Spanish
['Margaret Truman'],9780679774358,Murder In The House: A Novel (random House Large Print)
['Dictionary'],9780517131060,Random House Deluxe 2nd Edition Unabridged Dictionary
['William Reynolds'],9780394027210,Practical Semantics (the Random House English Series)
,9780676398076,The Random House Achievement Program In Composition
['Anne Rice'],9780375704154,The Vampire Armand (random House Large Print)
['Random House'],9780375425646,Random House Roget's Concise Thesaurus: Second Edition
['Random House'],9780679761570,Random House Webster's School And Office Thesaurus
['Candice Proctor'],9780375432699,Night In Eden (random House Large Print)
"['Vieri Samek-Lodavici', 'Random House Staff']",9780679771944,Random House Italian Dictionary : Vest Pocket Edition
['Mel Rosen'],9780812934502,"Random House Crosswords, Volume 2 (rh Crosswords)"
['Alexander Mccall Smith'],9780735205994,Chance Developments: Stories (random House Large Print)
['Philip E. Margolis'],9780375706264,Random House Webster's Pocket Computer & Internet Dictionary
,9780676398083,The Random House Achievement Program In Composition
['Mel Rosen'],9780812935325,"Random House Casual Crosswords, Volume 2 (other)"
"['Sandra Schor', 'Judith Summerfield']",9780394312019,The Random House Guide To Basic Writing
['Random House Staff'],9780073660684,Random House Webster&#39;s Concise Dictionary
,9780676733815,Random House New Media Prepack Assortment B
['John Grisham'],9780399565199,The Rooster Bar (random House Large Print)
['Mary Daheim'],9780375432538,The Alpine Kindred (Random House Large Print)
['Random House'],9780679761587,Random House Webster's School And Office Dictionary
['Random House'],9780375721922,Random House Webster's Student Notebook Spanish Dictionary
